time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20190113:2300,0.7,81.9,0.0,-0.0,0.0,253.6,1.24,320.0,99488.0
20190114:0000,0.5,81.65,0.0,-0.0,0.0,241.4,1.24,319.0,99449.0
20190114:0100,-0.12,82.6,0.0,-0.0,0.0,242.8,1.38,315.0,99399.0
20190114:0200,-0.64,83.05,0.0,-0.0,0.0,233.0,1.45,312.0,99360.0
20190114:0300,-0.99,83.15,0.0,-0.0,0.0,231.2,1.45,309.0,99271.0
20190114:0400,-1.56,83.9,0.0,-0.0,0.0,230.0,1.59,306.0,99241.0
20190114:0500,-1.63,82.85,0.0,-0.0,0.0,231.4,1.59,304.0,99192.0
20190114:0600,-1.54,81.35,14.0,0.0,14.0,227.0,1.52,303.0,99202.0
20190114:0700,-0.39,83.05,176.0,536.84,64.0,230.0,1.66,304.0,99192.0
20190114:0800,3.0,69.5,315.0,674.9,90.0,228.4,1.38,298.0,99162.0
20190114:0900,4.38,62.15,324.0,305.39,196.0,231.6,1.72,283.0,99132.0
20190114:1000,5.24,58.45,423.0,558.65,166.0,249.0,2.21,273.0,99132.0
20190114:1100,5.78,56.1,195.0,15.44,188.0,251.8,2.21,266.0,99024.0
20190114:1200,6.12,54.55,276.0,200.3,196.0,256.8,1.72,258.0,98955.0
20190114:1300,5.96,55.85,179.0,119.2,143.0,272.2,2.0,241.0,98925.0
20190114:1400,5.57,58.55,104.0,196.73,71.0,278.2,2.14,250.0,98965.0
20190114:1500,4.86,60.05,0.0,0.0,0.0,286.8,1.79,270.0,98955.0
20190114:1600,3.68,69.75,0.0,-0.0,0.0,281.0,1.31,290.0,98935.0
20190114:1700,2.97,70.1,0.0,-0.0,0.0,273.0,1.24,293.0,98945.0
20190114:1800,2.23,72.2,0.0,-0.0,0.0,273.0,1.38,296.0,98974.0
20190114:1900,2.19,74.65,0.0,-0.0,0.0,276.2,1.31,319.0,99014.0
20190114:2000,2.04,78.7,0.0,-0.0,0.0,298.4,1.31,341.0,99034.0
20190114:2100,1.79,83.35,0.0,-0.0,0.0,302.2,1.52,355.0,99063.0
20190114:2200,1.88,84.5,0.0,-0.0,0.0,304.4,1.72,360.0,99044.0
20190114:2300,2.0,85.45,0.0,-0.0,0.0,302.6,1.79,356.0,99083.0
20190115:0000,1.92,86.6,0.0,-0.0,0.0,297.6,1.79,346.0,99103.0
20190115:0100,2.01,87.6,0.0,-0.0,0.0,290.4,1.52,328.0,99123.0
20190115:0200,1.59,88.9,0.0,-0.0,0.0,284.4,1.66,319.0,99132.0
20190115:0300,1.36,89.55,0.0,-0.0,0.0,286.0,1.93,321.0,99093.0
20190115:0400,1.17,89.15,0.0,-0.0,0.0,277.0,2.0,322.0,99073.0
20190115:0500,0.73,88.9,0.0,-0.0,0.0,265.2,2.0,321.0,99103.0
20190115:0600,0.43,88.2,18.0,0.0,18.0,259.2,2.14,317.0,99152.0
20190115:0700,2.11,85.65,191.0,646.81,55.0,271.4,2.48,323.0,99221.0
20190115:0800,4.5,74.4,326.0,697.72,92.0,251.2,2.48,319.0,99281.0
20190115:0900,5.63,48.4,424.0,735.49,114.0,231.0,3.38,327.0,99281.0
20190115:1000,6.11,40.6,490.0,851.49,96.0,228.6,3.72,332.0,99231.0
20190115:1100,6.47,34.45,479.0,830.65,100.0,225.0,3.66,340.0,99172.0
20190115:1200,6.48,31.35,418.0,829.66,84.0,219.0,3.79,349.0,99231.0
20190115:1300,5.96,32.15,294.0,697.69,81.0,224.2,3.93,356.0,99310.0
20190115:1400,5.17,33.8,151.0,654.76,39.0,220.0,3.72,352.0,99439.0
20190115:1500,4.2,32.9,0.0,0.0,0.0,221.8,3.52,343.0,99557.0
20190115:1600,3.26,31.85,0.0,-0.0,0.0,215.2,3.45,338.0,99706.0
20190115:1700,2.53,31.85,0.0,-0.0,0.0,212.8,3.31,331.0,99834.0
20190115:1800,1.85,32.95,0.0,-0.0,0.0,208.8,3.17,322.0,99982.0
20190115:1900,1.27,34.35,0.0,-0.0,0.0,203.6,3.03,321.0,100091.0
20190115:2000,0.33,41.05,0.0,-0.0,0.0,201.6,2.55,312.0,100219.0
20190115:2100,-0.83,47.95,0.0,-0.0,0.0,201.6,2.41,304.0,100318.0
20190115:2200,-1.62,52.05,0.0,-0.0,0.0,201.0,2.41,300.0,100397.0
20190115:2300,-2.12,55.4,0.0,-0.0,0.0,201.0,2.55,299.0,100486.0
20190116:0000,-2.26,57.4,0.0,-0.0,0.0,201.4,2.69,300.0,100516.0
20190116:0100,-2.49,58.05,0.0,-0.0,0.0,203.0,2.69,299.0,100555.0
20190116:0200,-2.48,59.25,0.0,-0.0,0.0,205.8,2.62,297.0,100605.0
20190116:0300,-2.44,60.35,0.0,-0.0,0.0,211.0,2.55,296.0,100555.0
20190116:0400,-2.37,59.2,0.0,-0.0,0.0,213.6,2.55,294.0,100595.0
20190116:0500,-2.22,59.75,0.0,-0.0,0.0,217.4,2.62,290.0,100634.0
20190116:0600,-1.98,60.45,14.0,0.0,14.0,222.4,2.76,293.0,100684.0
20190116:0700,-0.28,57.35,188.0,636.77,53.0,222.0,2.9,291.0,100713.0
20190116:0800,1.56,56.7,327.0,740.78,77.0,224.0,2.97,296.0,100733.0
20190116:0900,3.02,55.15,438.0,865.68,71.0,230.8,3.03,296.0,100713.0
20190116:1000,4.3,53.6,481.0,844.25,88.0,233.2,3.17,293.0,100624.0
20190116:1100,5.42,51.75,476.0,855.61,83.0,237.8,3.38,292.0,100516.0
20190116:1200,6.29,49.9,417.0,867.38,65.0,240.6,3.45,291.0,100446.0
20190116:1300,6.84,48.7,291.0,699.81,75.0,243.8,3.24,293.0,100377.0
20190116:1400,6.9,49.2,149.0,619.13,41.0,246.6,2.76,291.0,100377.0
20190116:1500,6.0,51.95,0.0,0.0,0.0,252.0,2.62,288.0,100377.0
20190116:1600,4.84,56.7,0.0,-0.0,0.0,251.2,2.62,288.0,100437.0
20190116:1700,3.64,63.0,0.0,-0.0,0.0,251.0,2.55,294.0,100486.0
20190116:1800,2.43,68.8,0.0,-0.0,0.0,246.0,2.41,304.0,100555.0
20190116:1900,2.37,69.4,0.0,-0.0,0.0,245.6,2.21,308.0,100585.0
20190116:2000,1.69,72.6,0.0,-0.0,0.0,245.8,2.21,318.0,100654.0
20190116:2100,1.09,77.15,0.0,-0.0,0.0,246.6,2.21,327.0,100684.0
20190116:2200,0.59,80.35,0.0,-0.0,0.0,244.6,2.07,333.0,100684.0
20190116:2300,0.25,82.75,0.0,-0.0,0.0,245.0,1.93,335.0,100644.0
20190117:0000,0.34,83.2,0.0,-0.0,0.0,245.0,1.79,334.0,100684.0
20190117:0100,0.35,83.95,0.0,-0.0,0.0,244.8,1.72,333.0,100723.0
20190117:0200,0.23,84.8,0.0,-0.0,0.0,244.4,1.72,335.0,100713.0
20190117:0300,0.4,84.7,0.0,-0.0,0.0,243.4,1.59,336.0,100693.0
20190117:0400,0.62,85.2,0.0,-0.0,0.0,242.8,1.52,339.0,100654.0
20190117:0500,0.82,85.4,0.0,-0.0,0.0,242.4,1.45,341.0,100703.0
20190117:0600,1.07,85.25,15.0,0.0,15.0,242.6,1.38,342.0,100733.0
20190117:0700,2.72,83.25,194.0,682.69,48.0,242.6,1.1,346.0,100763.0
20190117:0800,5.75,84.3,340.0,821.33,61.0,244.4,0.55,348.0,100822.0
20190117:0900,8.52,64.05,443.0,872.2,71.0,247.8,0.14,121.0,100832.0
20190117:1000,9.25,59.4,492.0,881.76,79.0,250.8,0.55,160.0,100802.0
20190117:1100,9.56,58.5,482.0,862.78,83.0,252.0,0.69,175.0,100743.0
20190117:1200,9.67,58.5,419.0,843.2,74.0,253.4,0.83,182.0,100684.0
20190117:1300,9.51,59.6,294.0,692.11,78.0,253.8,1.03,188.0,100664.0
20190117:1400,8.98,63.5,152.0,618.37,42.0,252.0,1.03,192.0,100664.0
20190117:1500,7.74,72.2,0.0,0.0,0.0,250.2,0.83,203.0,100654.0
20190117:1600,7.61,65.3,0.0,-0.0,0.0,247.0,0.55,236.0,100684.0
20190117:1700,7.19,66.7,0.0,-0.0,0.0,245.8,0.41,290.0,100703.0
20190117:1800,6.64,68.8,0.0,-0.0,0.0,244.8,0.62,325.0,100733.0
20190117:1900,6.1,71.65,0.0,-0.0,0.0,244.0,1.03,328.0,100723.0
20190117:2000,4.86,75.7,0.0,-0.0,0.0,243.0,1.31,336.0,100723.0
20190117:2100,3.08,80.2,0.0,-0.0,0.0,242.2,1.52,337.0,100733.0
20190117:2200,1.93,82.75,0.0,-0.0,0.0,241.6,1.66,341.0,100773.0
20190117:2300,1.16,84.3,0.0,-0.0,0.0,241.2,1.72,342.0,100713.0
20190118:0000,0.59,85.45,0.0,-0.0,0.0,240.6,1.79,341.0,100693.0
20190118:0100,0.06,86.15,0.0,-0.0,0.0,240.4,1.79,339.0,100674.0
20190118:0200,-0.25,86.6,0.0,-0.0,0.0,240.2,1.79,338.0,100654.0
20190118:0300,-0.46,86.7,0.0,-0.0,0.0,239.8,1.79,336.0,100605.0
20190118:0400,-0.51,86.2,0.0,-0.0,0.0,239.2,1.72,335.0,100575.0
20190118:0500,-0.42,85.4,0.0,-0.0,0.0,239.4,1.72,333.0,100575.0
20190118:0600,-0.34,84.5,17.0,0.0,17.0,239.8,1.66,331.0,100585.0
20190118:0700,1.25,85.2,191.0,639.42,53.0,240.0,1.31,330.0,100614.0
20190118:0800,5.51,78.3,333.0,754.36,75.0,242.2,0.9,326.0,100634.0
20190118:0900,7.96,60.25,357.0,405.43,183.0,245.8,0.55,289.0,100644.0
20190118:1000,8.66,56.35,344.0,237.61,232.0,258.6,0.9,244.0,100624.0
20190118:1100,8.98,57.05,291.0,124.55,233.0,267.6,1.17,238.0,100526.0
20190118:1200,9.01,58.35,314.0,293.29,193.0,278.2,1.17,240.0,100496.0
20190118:1300,8.89,60.7,206.0,180.61,149.0,270.4,1.03,236.0,100476.0
20190118:1400,8.48,64.0,143.0,463.07,59.0,279.2,1.03,232.0,100506.0
20190118:1500,7.24,73.2,0.0,0.0,0.0,272.4,0.97,243.0,100516.0
20190118:1600,6.85,68.95,0.0,-0.0,0.0,274.2,0.97,268.0,100545.0
20190118:1700,6.4,69.8,0.0,-0.0,0.0,273.2,0.97,288.0,100535.0
20190118:1800,5.95,70.75,0.0,-0.0,0.0,267.0,1.03,298.0,100545.0
20190118:1900,5.08,74.2,0.0,-0.0,0.0,275.2,1.17,306.0,100535.0
20190118:2000,4.08,77.2,0.0,-0.0,0.0,273.8,1.31,310.0,100535.0
20190118:2100,3.28,79.85,0.0,-0.0,0.0,276.2,1.38,312.0,100575.0
20190118:2200,2.49,82.45,0.0,-0.0,0.0,270.8,1.52,319.0,100644.0
20190118:2300,1.89,85.0,0.0,-0.0,0.0,274.2,1.52,324.0,100605.0
20190119:0000,1.44,87.1,0.0,-0.0,0.0,276.2,1.59,326.0,100605.0
20190119:0100,1.58,88.0,0.0,-0.0,0.0,283.6,1.59,329.0,100575.0
20190119:0200,1.33,88.45,0.0,-0.0,0.0,276.6,1.59,332.0,100565.0
20190119:0300,1.07,88.55,0.0,-0.0,0.0,267.2,1.66,334.0,100565.0
20190119:0400,0.96,88.35,0.0,-0.0,0.0,262.8,1.59,336.0,100545.0
20190119:0500,0.8,88.0,0.0,-0.0,0.0,254.0,1.59,339.0,100575.0
20190119:0600,0.82,87.85,3.0,0.0,3.0,259.6,1.59,346.0,100595.0
20190119:0700,3.42,84.45,120.0,110.15,96.0,274.6,1.24,359.0,100624.0
20190119:0800,7.1,78.3,109.0,2.9,108.0,270.8,0.9,23.0,100644.0
20190119:0900,9.51,60.7,185.0,18.52,177.0,271.6,0.9,65.0,100684.0
20190119:1000,10.39,58.45,121.0,0.0,121.0,275.4,1.1,108.0,100693.0
20190119:1100,10.72,60.95,212.0,23.45,201.0,286.8,1.31,124.0,100634.0
20190119:1200,10.95,63.7,177.0,16.82,170.0,283.8,1.45,127.0,100585.0
20190119:1300,10.86,66.65,177.0,93.99,147.0,281.6,1.52,124.0,100565.0
20190119:1400,10.44,70.8,98.0,108.12,78.0,278.2,1.38,119.0,100545.0
20190119:1500,9.53,78.15,0.0,0.0,0.0,273.4,1.24,108.0,100555.0
20190119:1600,8.06,85.7,0.0,-0.0,0.0,270.0,1.24,87.0,100575.0
20190119:1700,7.18,87.7,0.0,-0.0,0.0,269.6,1.38,57.0,100605.0
20190119:1800,5.92,90.9,0.0,-0.0,0.0,271.6,1.66,46.0,100614.0
20190119:1900,5.21,91.7,0.0,-0.0,0.0,281.4,2.07,53.0,100634.0
20190119:2000,5.07,93.65,0.0,-0.0,0.0,296.8,2.14,54.0,100634.0
20190119:2100,5.0,94.4,0.0,-0.0,0.0,295.4,2.21,50.0,100684.0
20190119:2200,5.11,94.85,0.0,-0.0,0.0,313.4,2.28,43.0,100624.0
20190119:2300,5.44,94.9,0.0,-0.0,0.0,319.8,2.48,45.0,100624.0
20190120:0000,5.94,95.15,0.0,-0.0,0.0,332.0,2.48,51.0,100614.0
20190120:0100,6.28,95.3,0.0,-0.0,0.0,333.65,2.62,55.0,100605.0
20190120:0200,6.66,95.2,0.0,-0.0,0.0,334.8,2.76,57.0,100575.0
20190120:0300,6.92,95.35,0.0,-0.0,0.0,338.6,2.83,59.0,100535.0
20190120:0400,7.01,95.7,0.0,-0.0,0.0,336.6,2.76,59.0,100476.0
20190120:0500,7.01,95.9,0.0,-0.0,0.0,334.2,2.83,57.0,100486.0
20190120:0600,7.06,96.1,18.0,0.0,18.0,336.8,2.83,58.0,100466.0
20190120:0700,7.46,96.25,103.0,54.53,91.0,331.2,2.69,58.0,100486.0
20190120:0800,8.05,96.0,57.0,0.0,57.0,334.2,2.76,64.0,100516.0
20190120:0900,8.74,94.95,39.0,0.0,39.0,335.8,2.69,71.0,100516.0
20190120:1000,9.3,93.45,249.0,54.44,223.0,335.4,2.48,77.0,100456.0
20190120:1100,9.71,93.15,80.0,0.0,80.0,325.8,2.34,81.0,100377.0
20190120:1200,9.85,92.9,77.0,0.0,77.0,335.8,2.07,89.0,100318.0
20190120:1300,10.22,92.75,236.0,294.28,141.0,337.6,1.59,94.0,100249.0
20190120:1400,9.85,92.05,83.0,47.72,74.0,336.8,1.24,92.0,100249.0
20190120:1500,9.15,92.5,0.0,0.0,0.0,298.4,0.97,55.0,100239.0
20190120:1600,7.9,96.2,0.0,-0.0,0.0,286.4,0.97,16.0,100229.0
20190120:1700,6.59,97.8,0.0,-0.0,0.0,291.0,1.24,4.0,100249.0
20190120:1800,5.47,99.0,0.0,-0.0,0.0,288.8,1.45,357.0,100288.0
20190120:1900,5.57,96.9,0.0,-0.0,0.0,273.2,1.38,350.0,100318.0
20190120:2000,4.54,97.6,0.0,-0.0,0.0,282.2,1.59,342.0,100328.0
20190120:2100,3.28,99.7,0.0,-0.0,0.0,282.0,1.86,343.0,100358.0
20190120:2200,2.86,99.8,0.0,-0.0,0.0,282.6,2.0,346.0,100338.0
20190120:2300,2.86,99.55,0.0,-0.0,0.0,289.0,2.0,346.0,100338.0
20190121:0000,2.63,98.75,0.0,-0.0,0.0,277.2,2.0,346.0,100348.0
20190121:0100,2.21,99.2,0.0,-0.0,0.0,271.2,2.07,348.0,100358.0
20190121:0200,2.05,99.75,0.0,-0.0,0.0,274.4,2.28,352.0,100358.0
20190121:0300,2.06,99.5,0.0,-0.0,0.0,288.0,2.34,354.0,100358.0
20190121:0400,2.39,97.7,0.0,-0.0,0.0,300.4,2.41,358.0,100367.0
20190121:0500,2.75,94.95,0.0,-0.0,0.0,307.2,2.41,1.0,100397.0
20190121:0600,2.52,94.25,19.0,0.0,19.0,285.4,2.41,1.0,100437.0
20190121:0700,4.16,94.25,179.0,463.24,76.0,312.0,2.07,358.0,100476.0
20190121:0800,6.24,92.1,250.0,251.72,162.0,291.6,1.79,1.0,100506.0
20190121:0900,8.82,81.9,285.0,155.33,217.0,302.4,1.31,12.0,100526.0
20190121:1000,10.56,72.5,284.0,97.74,237.0,285.2,1.1,62.0,100476.0
20190121:1100,11.21,68.35,334.0,208.03,235.0,277.6,1.79,102.0,100437.0
20190121:1200,11.36,67.2,345.0,385.1,182.0,299.8,2.34,120.0,100417.0
20190121:1300,10.87,70.95,307.0,698.24,79.0,325.0,2.34,129.0,100417.0
20190121:1400,10.28,76.2,105.0,119.61,82.0,323.6,2.07,127.0,100446.0
20190121:1500,9.69,80.25,0.0,0.0,0.0,325.2,2.0,120.0,100466.0
20190121:1600,8.94,84.15,0.0,-0.0,0.0,309.6,2.07,114.0,100516.0
20190121:1700,8.17,87.9,0.0,-0.0,0.0,300.4,2.0,106.0,100565.0
20190121:1800,7.36,88.8,0.0,-0.0,0.0,301.4,2.07,93.0,100565.0
20190121:1900,7.06,92.4,0.0,-0.0,0.0,311.2,2.28,89.0,100595.0
20190121:2000,7.16,92.2,0.0,-0.0,0.0,312.0,2.97,95.0,100634.0
20190121:2100,7.27,92.8,0.0,-0.0,0.0,314.2,3.45,100.0,100654.0
20190121:2200,7.21,94.1,0.0,-0.0,0.0,334.8,3.45,101.0,100693.0
20190121:2300,7.03,93.4,0.0,-0.0,0.0,335.8,3.38,99.0,100674.0
20190122:0000,6.76,92.4,0.0,-0.0,0.0,335.8,3.17,95.0,100664.0
20190122:0100,6.24,91.7,0.0,-0.0,0.0,338.85,2.97,90.0,100644.0
20190122:0200,5.88,91.6,0.0,-0.0,0.0,333.4,2.83,87.0,100614.0
20190122:0300,5.58,91.75,0.0,-0.0,0.0,329.8,2.76,88.0,100575.0
20190122:0400,5.41,91.85,0.0,-0.0,0.0,333.4,2.83,90.0,100595.0
20190122:0500,5.24,91.7,0.0,-0.0,0.0,331.8,2.9,90.0,100575.0
20190122:0600,5.09,91.85,12.0,0.0,12.0,330.2,2.97,88.0,100575.0
20190122:0700,5.12,91.15,59.0,0.0,59.0,331.6,2.97,85.0,100575.0
20190122:0800,5.09,91.15,78.0,0.0,78.0,331.4,3.03,85.0,100595.0
20190122:0900,5.15,90.35,128.0,0.0,128.0,333.2,3.17,88.0,100575.0
20190122:1000,5.4,86.35,75.0,0.0,75.0,331.0,3.31,88.0,100496.0
20190122:1100,5.84,83.9,69.0,0.0,69.0,330.4,3.38,89.0,100407.0
20190122:1200,6.16,82.8,67.0,0.0,67.0,332.8,3.45,88.0,100308.0
20190122:1300,6.4,82.8,34.0,0.0,34.0,331.6,3.59,87.0,100219.0
20190122:1400,6.56,83.25,32.0,0.0,32.0,330.0,3.59,86.0,100160.0
20190122:1500,6.54,85.2,0.0,0.0,0.0,330.4,3.24,84.0,100111.0
20190122:1600,6.44,88.2,0.0,-0.0,0.0,329.6,3.1,77.0,100051.0
20190122:1700,6.37,90.4,0.0,-0.0,0.0,332.8,3.24,76.0,99992.0
20190122:1800,6.15,91.85,0.0,-0.0,0.0,327.4,3.17,70.0,99933.0
20190122:1900,6.5,92.7,0.0,-0.0,0.0,333.0,3.52,80.0,99864.0
20190122:2000,6.32,93.7,0.0,-0.0,0.0,327.0,3.31,72.0,99785.0
20190122:2100,6.25,94.35,0.0,-0.0,0.0,335.6,3.17,72.0,99715.0
20190122:2200,6.35,95.2,0.0,-0.0,0.0,335.8,2.69,68.0,99745.0
20190122:2300,6.53,96.2,0.0,-0.0,0.0,335.6,1.79,61.0,99666.0
20190123:0000,6.37,97.4,0.0,-0.0,0.0,332.6,1.1,12.0,99607.0
20190123:0100,6.27,96.9,0.0,-0.0,0.0,326.25,1.79,345.0,99538.0
20190123:0200,6.18,96.1,0.0,-0.0,0.0,327.4,1.93,345.0,99478.0
20190123:0300,6.13,95.6,0.0,-0.0,0.0,323.2,1.86,348.0,99429.0
20190123:0400,5.88,95.95,0.0,-0.0,0.0,312.4,1.66,348.0,99340.0
20190123:0500,5.61,96.35,0.0,-0.0,0.0,311.2,1.52,352.0,99370.0
20190123:0600,5.17,96.75,19.0,14.52,18.0,305.4,1.31,354.0,99370.0
20190123:0700,5.89,95.7,88.0,17.6,84.0,300.8,1.45,352.0,99409.0
20190123:0800,7.87,93.05,174.0,47.86,157.0,302.6,1.1,350.0,99389.0
20190123:0900,9.42,88.25,140.0,0.0,140.0,308.4,0.41,352.0,99379.0
20190123:1000,10.32,85.5,135.0,0.0,135.0,294.4,0.9,168.0,99350.0
20190123:1100,10.66,85.35,107.0,0.0,107.0,308.8,1.59,163.0,99261.0
20190123:1200,10.2,92.8,74.0,0.0,74.0,329.0,1.93,164.0,99192.0
20190123:1300,10.14,91.5,61.0,0.0,61.0,331.8,2.21,167.0,99103.0
20190123:1400,9.8,94.1,28.0,0.0,28.0,331.4,1.72,143.0,99073.0
20190123:1500,9.58,93.6,0.0,0.0,0.0,330.4,2.0,111.0,98984.0
20190123:1600,9.36,91.95,0.0,-0.0,0.0,329.6,2.9,119.0,98915.0
20190123:1700,9.06,95.0,0.0,-0.0,0.0,324.0,4.28,128.0,98886.0
20190123:1800,9.14,95.75,0.0,-0.0,0.0,347.4,4.83,135.0,98836.0
20190123:1900,9.92,95.95,0.0,-0.0,0.0,344.8,5.24,139.0,98777.0
20190123:2000,9.96,94.6,0.0,-0.0,0.0,345.8,5.72,146.0,98727.0
20190123:2100,9.74,96.45,0.0,-0.0,0.0,351.8,5.45,145.0,98668.0
20190123:2200,9.73,95.6,0.0,-0.0,0.0,346.4,6.07,145.0,98520.0
20190123:2300,9.71,95.35,0.0,-0.0,0.0,348.2,5.59,147.0,98421.0
20190124:0000,9.5,95.55,0.0,-0.0,0.0,343.4,4.97,145.0,98392.0
20190124:0100,9.58,95.4,0.0,-0.0,0.0,346.85,4.62,140.0,98322.0
20190124:0200,9.59,94.05,0.0,-0.0,0.0,343.2,4.28,139.0,98253.0
20190124:0300,9.41,95.45,0.0,-0.0,0.0,343.0,4.14,142.0,98224.0
20190124:0400,9.36,96.2,0.0,-0.0,0.0,347.6,4.14,146.0,98194.0
20190124:0500,9.4,95.05,0.0,-0.0,0.0,347.6,3.86,151.0,98194.0
20190124:0600,9.44,95.85,36.0,168.72,24.0,348.2,3.1,153.0,98224.0
20190124:0700,9.4,94.35,116.0,69.62,100.0,304.4,0.97,115.0,98273.0
20190124:0800,10.66,90.3,292.0,404.92,147.0,306.6,0.97,100.0,98303.0
20190124:0900,11.4,85.5,368.0,389.06,194.0,299.8,1.1,109.0,98312.0
20190124:1000,11.78,81.9,303.0,116.05,246.0,313.8,1.38,113.0,98303.0
20190124:1100,11.83,78.75,385.0,324.54,227.0,322.0,1.59,113.0,98293.0
20190124:1200,11.69,77.05,309.0,223.18,212.0,322.2,1.86,107.0,98332.0
20190124:1300,11.44,75.05,256.0,316.53,149.0,309.0,1.79,115.0,98362.0
20190124:1400,10.98,78.35,145.0,314.23,81.0,318.6,1.03,119.0,98431.0
20190124:1500,10.57,81.15,0.0,0.0,0.0,309.4,0.69,121.0,98500.0
20190124:1600,10.07,83.2,0.0,-0.0,0.0,297.4,0.62,111.0,98559.0
20190124:1700,9.86,84.6,0.0,-0.0,0.0,285.0,0.48,91.0,98658.0
20190124:1800,9.45,88.05,0.0,-0.0,0.0,280.4,0.76,63.0,98718.0
20190124:1900,9.25,85.85,0.0,-0.0,0.0,263.4,1.03,91.0,98797.0
20190124:2000,8.93,86.5,0.0,-0.0,0.0,266.0,0.97,110.0,98866.0
20190124:2100,8.83,86.7,0.0,-0.0,0.0,274.8,0.97,105.0,98905.0
20190124:2200,8.11,87.25,0.0,-0.0,0.0,292.6,1.17,90.0,98925.0
20190124:2300,6.84,89.9,0.0,-0.0,0.0,291.0,1.45,73.0,98925.0
20190125:0000,5.59,92.85,0.0,-0.0,0.0,296.0,2.0,58.0,98925.0
20190125:0100,5.94,92.7,0.0,-0.0,0.0,298.6,2.69,51.0,98905.0
20190125:0200,6.65,94.05,0.0,-0.0,0.0,302.2,3.1,64.0,98935.0
20190125:0300,7.05,93.5,0.0,-0.0,0.0,308.8,3.24,79.0,98866.0
20190125:0400,7.7,95.35,0.0,-0.0,0.0,334.0,3.24,111.0,98797.0
20190125:0500,8.3,94.6,0.0,-0.0,0.0,341.8,4.21,131.0,98767.0
20190125:0600,8.55,96.0,16.0,0.0,16.0,339.4,4.69,124.0,98787.0
20190125:0700,8.78,96.45,48.0,0.0,48.0,338.8,5.38,118.0,98777.0
20190125:0800,9.17,94.0,124.0,2.77,123.0,348.4,5.38,112.0,98797.0
20190125:0900,9.37,94.55,67.0,0.0,67.0,346.8,5.66,107.0,98757.0
20190125:1000,9.45,95.8,67.0,0.0,67.0,348.4,5.66,97.0,98668.0
20190125:1100,9.4,96.6,79.0,0.0,79.0,347.4,5.59,91.0,98639.0
20190125:1200,9.4,96.95,66.0,0.0,66.0,349.4,5.52,93.0,98559.0
20190125:1300,9.48,95.3,28.0,0.0,28.0,350.4,5.93,109.0,98451.0
20190125:1400,9.55,96.4,32.0,0.0,32.0,349.8,6.0,118.0,98401.0
20190125:1500,9.43,95.6,2.0,0.0,2.0,349.6,5.79,117.0,98293.0
20190125:1600,9.08,95.45,0.0,-0.0,0.0,349.8,5.52,116.0,98243.0
20190125:1700,8.89,94.6,0.0,-0.0,0.0,346.4,5.24,115.0,98263.0
20190125:1800,8.99,95.4,0.0,-0.0,0.0,346.0,4.9,126.0,98342.0
20190125:1900,9.21,94.5,0.0,-0.0,0.0,337.4,4.97,120.0,98332.0
20190125:2000,9.25,93.95,0.0,-0.0,0.0,336.6,4.28,121.0,98372.0
20190125:2100,8.91,95.25,0.0,-0.0,0.0,335.4,3.72,124.0,98392.0
20190125:2200,8.59,94.7,0.0,-0.0,0.0,337.2,2.83,124.0,98401.0
20190125:2300,8.27,94.2,0.0,-0.0,0.0,318.2,2.48,116.0,98490.0
20190126:0000,7.97,94.65,0.0,-0.0,0.0,315.6,2.55,106.0,98500.0
20190126:0100,7.69,95.3,0.0,-0.0,0.0,316.25,2.83,106.0,98480.0
20190126:0200,7.37,96.4,0.0,-0.0,0.0,315.0,2.9,103.0,98451.0
20190126:0300,7.37,96.35,0.0,-0.0,0.0,331.2,2.9,96.0,98441.0
20190126:0400,7.48,95.45,0.0,-0.0,0.0,333.8,2.9,86.0,98461.0
20190126:0500,7.6,93.75,0.0,-0.0,0.0,332.6,3.31,77.0,98471.0
20190126:0600,7.64,92.7,35.0,105.35,27.0,332.0,3.86,72.0,98500.0
20190126:0700,8.15,93.25,35.0,0.0,35.0,335.2,3.93,54.0,98550.0
20190126:0800,8.43,91.65,187.0,60.4,165.0,338.0,3.93,48.0,98540.0
20190126:0900,8.89,88.25,86.0,0.0,86.0,334.0,4.07,47.0,98589.0
20190126:1000,9.05,86.45,71.0,0.0,71.0,333.0,4.0,45.0,98629.0
20190126:1100,9.17,85.7,48.0,0.0,48.0,337.0,3.59,40.0,98648.0
20190126:1200,9.33,84.75,176.0,11.3,171.0,332.8,3.38,36.0,98658.0
20190126:1300,9.36,85.15,137.0,14.45,132.0,339.6,3.17,35.0,98658.0
20190126:1400,9.2,86.15,96.0,47.28,86.0,336.6,2.97,32.0,98708.0
20190126:1500,8.98,86.2,5.0,0.0,5.0,333.4,2.97,29.0,98718.0
20190126:1600,8.55,86.6,0.0,-0.0,0.0,334.0,2.9,21.0,98777.0
20190126:1700,8.06,86.15,0.0,-0.0,0.0,320.0,2.9,16.0,98846.0
20190126:1800,7.67,86.05,0.0,-0.0,0.0,324.2,2.69,15.0,98935.0
20190126:1900,7.07,85.8,0.0,-0.0,0.0,306.4,2.62,12.0,99004.0
20190126:2000,6.77,84.45,0.0,-0.0,0.0,314.8,2.55,11.0,99073.0
20190126:2100,6.06,83.95,0.0,-0.0,0.0,282.8,2.55,4.0,99113.0
20190126:2200,5.95,83.2,0.0,-0.0,0.0,307.8,2.21,359.0,99093.0
